fileName	dsk	author
2007\01\14\1818954.xml	Sports Desk	By JOHN BRANCH
2007\01\14\1818955.xml	National Desk	By ADAM NAGOURNEY and PATRICK HEALY
2007\01\14\1818957.xml	Week in Review Desk	By BARNABY J. FEDER
2007\01\14\1818958.xml	National Desk	By DAN BARRY
2007\01\14\1818959.xml	Westchester Weekly Desk	By FORD FESSENDEN
2007\01\14\1818960.xml	Westchester Weekly Desk	By ERIN DUGGAN
2007\01\14\1818961.xml	Westchester Weekly Desk	By ABBY GRUEN
2007\01\14\1818962.xml	Sports Desk	By DAVE ANDERSON
2007\01\14\1818963.xml	Sports Desk	By LEE JENKINS
2007\01\14\1818964.xml	Sports Desk	By JUDY BATTISTA
2007\01\14\1818967.xml	Sports Desk	By DAVID PICKER
2007\01\14\1818968.xml	Sports Desk	By VIV BERNSTEIN
2007\01\14\1818969.xml	Sports Desk	By JEFF Z. KLEIN AND KARL-ERIC REIF
2007\01\14\1818970.xml	Sports Desk	By DAVE CALDWELL
2007\01\14\1818973.xml	Sports Desk	By PAT BORZI
2007\01\14\1818974.xml	Sports Desk	By CHRISTOPHER CLAREY
2007\01\14\1818975.xml	Long Island Weekly Desk	By LINDA SASLOW
2007\01\14\1818976.xml	Long Island Weekly Desk	By FORD FESSENDEN
2007\01\14\1818977.xml	Long Island Weekly Desk	By LINDA SASLOW
2007\01\14\1818978.xml	Sports Desk	By JER� LONGMAN
2007\01\14\1818979.xml	Sports Desk	By JOHN BRANCH
2007\01\14\1818980.xml	Connecticut Weekly Desk	By MATTHEW J. MALONE
2007\01\14\1818981.xml	Connecticut Weekly Desk	By MARGARET FARLEY STEELE
2007\01\14\1818991.xml	Metropolitan Desk	Compiled by ALEXIS REHRMANN
2007\01\15\1819017.xml	The Arts/Cultural Desk	By ANDY WEBSTER
2007\01\15\1819018.xml	Business/Financial Desk	By BOB TEDESCHI
2007\01\15\1819022.xml	Business/Financial Desk	By CARLOS H. CONDE
2007\01\15\1819023.xml	Business/Financial Desk	By LAURA M. HOLSON
2007\01\15\1819024.xml	The Arts/Cultural Desk	By GINIA BELLAFANTE
2007\01\15\1819025.xml	The Arts/Cultural Desk	By STEVE SMITH
2007\01\15\1819027.xml	Business/Financial Desk	By HEATHER TIMMONS
2007\01\15\1819028.xml	Business/Financial Desk	By ALEX MINDLIN
2007\01\15\1819029.xml	Business/Financial Desk	By TOM ZELLER Jr.
2007\01\15\1819030.xml	Business/Financial Desk	By NOAM COHEN
2007\01\15\1819031.xml	Business/Financial Desk	By IAN AUSTEN
2007\01\15\1819032.xml	Business/Financial Desk	By KATHARINE Q. SEELYE and RICHARD SIKLOS
2007\01\15\1819033.xml	Business/Financial Desk	By DOREEN CARVAJAL
2007\01\15\1819034.xml	Business/Financial Desk	By SHARON WAXMAN
2007\01\15\1819035.xml	Business/Financial Desk	By MARIA ASPAN
2007\01\15\1819036.xml	Business/Financial Desk	By JENNIFER A. KINGSON
2007\01\15\1819037.xml	The Arts/Cultural Desk	By EDWARD WYATT
2007\01\15\1819038.xml	The Arts/Cultural Desk	By Phillip Alder
2007\01\15\1819039.xml	The Arts/Cultural Desk	By JANET MASLIN
2007\01\15\1819040.xml	The Arts/Cultural Desk	By ELIZABETH JENSEN
2007\01\15\1819041.xml	The Arts/Cultural Desk	By CARYN JAMES
2007\01\15\1819042.xml	The Arts/Cultural Desk	By JAMES R. OESTREICH
2007\01\15\1819043.xml	The Arts/Cultural Desk	By VIRGINIA HEFFERNAN
2007\01\15\1819044.xml	The Arts/Cultural Desk	By NATE CHINEN
2007\01\15\1819045.xml	Business/Financial Desk	By ERIC DASH
2007\01\15\1819046.xml	Business/Financial Desk	By SHELLY FREIERMAN
2007\01\15\1819047.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
2007\01\15\1819048.xml	The Arts/Cultural Desk	By BEN RATLIFF
2007\01\15\1819049.xml	The Arts/Cultural Desk	By ANNE MIDGETTE
2007\01\15\1819050.xml	The Arts/Cultural Desk	By SETH SCHIESEL
2007\01\15\1819051.xml	The Arts/Cultural Desk	By SIA MICHEL
2007\01\15\1819052.xml	The Arts/Cultural Desk	Compiled by Lawrence Van Gelder
2007\01\15\1819053.xml	National Desk	By MATTHEW L. WALD
2007\01\15\1819054.xml	Foreign Desk	By ELAINE SCIOLINO; Ariane Bernard contributed reporting.
2007\01\15\1819055.xml	National Desk	By GRETEL C. KOVACH
2007\01\15\1819057.xml	National Desk	By NICHOLAS WADE
2007\01\15\1819058.xml	National Desk	By KIRK JOHNSON; Dan Frosch contributed reporting from Denver.
2007\01\15\1819059.xml	National Desk	By MARK MAZZETTI
2007\01\15\1819060.xml	Foreign Desk	By DAVID S. CLOUD
2007\01\15\1819061.xml	Foreign Desk	By THOM SHANKER and GREG MYRE; Thom Shanker reported from Ramallah, and Greg Myre from Jerusalem.
2007\01\15\1819062.xml	Sports Desk	By JUDY BATTISTA
2007\01\15\1819063.xml	Metropolitan Desk	By JOSEPH P. FRIED
2007\01\15\1819064.xml	Metropolitan Desk	By DANNY HAKIM
2007\01\15\1819065.xml	Metropolitan Desk	By THOMAS J. LUECK
2007\01\15\1819068.xml	Metropolitan Desk	By TINA KELLEY
2007\01\15\1819073.xml	Foreign Desk	By JAMES GLANZ
2007\01\15\1819074.xml	Foreign Desk	By DAVID E. SANGER
2007\01\15\1819075.xml	The Arts/Cultural Desk	By BEN RATLIFF
2007\01\15\1819076.xml	The Arts/Cultural Desk	By BEN RATLIFF
2007\01\15\1819077.xml	National Desk	By SHAILA DEWAN
2007\01\15\1819078.xml	Editorial Desk	By Bernard E. Harcourt
2007\01\15\1819079.xml	Editorial Desk	By Kathryn Harrison
2007\01\15\1819080.xml	Editorial Desk	By BOB HERBERT
2007\01\15\1819081.xml	Editorial Desk	By PAUL KRUGMAN
2007\01\15\1819091.xml	National Desk	By NEIL A. LEWIS
2007\01\15\1819092.xml	Metropolitan Desk	By EMILY VASQUEZ; Colin Moynihan contributed reporting.
2007\01\15\1819093.xml	Metropolitan Desk	By NICOLE COTRONEO and COREY KILGANNON
2007\01\15\1819094.xml	Metropolitan Desk	By DAVID KOCIENIEWSKI
2007\01\15\1819095.xml	Foreign Desk	By JIM YARDLEY; Lin Yang contributed to this article.
2007\01\15\1819096.xml	Business/Financial Desk	By DAVID CARR
2007\01\15\1819097.xml	Sports Desk	By DAVE CALDWELL
2007\01\15\1819098.xml	Sports Desk	By JER� LONGMAN
2007\01\15\1819099.xml	Metropolitan Desk	By SEWELL CHAN
2007\01\15\1819100.xml	Sports Desk	By WILLIAM C. RHODEN
2007\01\15\1819101.xml	Sports Desk	By CLIFTON BROWN
2007\01\15\1819102.xml	Foreign Desk	By JIM RUTENBERG and PATRICK HEALY
2007\01\15\1819103.xml	National Desk	By LOUISE STORY
2007\01\15\1819104.xml	The Arts/Cultural Desk	By JON PARELES
2007\01\15\1819105.xml	The Arts/Cultural Desk	By BEN RATLIFF
2007\01\15\1819106.xml	The Arts/Cultural Desk	By NATE CHINEN
2007\01\15\1819107.xml	Sports Desk	By NATHANIEL VINTON
2007\01\15\1819111.xml	Sports Desk	By DAMON HACK
2007\01\15\1819112.xml	Metropolitan Desk	By KEN BELSON
2007\01\15\1819113.xml	Metropolitan Desk	By FERNANDA SANTOS
2007\01\15\1819114.xml	Metropolitan Desk	By DIANE CARDWELL
2007\01\15\1819127.xml	Sports Desk	By LEE JENKINS
2007\01\15\1819128.xml	Sports Desk	By DAMON HACK
2007\01\15\1819129.xml	Sports Desk	By BENJAMIN HOFFMAN
2007\01\15\1819130.xml	Foreign Desk	This article was reported by John F. Burns, Sabrina Tavernise and Marc Santora, and written by Mr. Burns.
2007\01\15\1819131.xml	Sports Desk	By CLIFTON BROWN
2007\01\15\1819133.xml	Sports Desk	By CHRISTOPHER CLAREY
2007\01\15\1819135.xml	National Desk	By LESLIE EATON
2007\01\15\1819136.xml	Metropolitan Desk	By DAVID GONZALEZ
2007\01\15\1819137.xml	Foreign Desk	By JOHN F. BURNS
2007\01\15\1819138.xml	Metropolitan Desk	By MICHAEL COOPER
2007\01\15\1819139.xml	Metropolitan Desk	By ROBIN FINN AND DANNY HAKIM
2007\01\15\1819140.xml	Metropolitan Desk	By MICHAEL COOPER
2007\01\15\1819141.xml	Metropolitan Desk	By EMILY VASQUEZ; Compiled by John Sullivan
2007\01\15\1819142.xml	Metropolitan Desk	By MICHAEL WILSON; Compiled by John Sullivan
2007\01\15\1819143.xml	Metropolitan Desk	Compiled by John Sullivan
2007\01\15\1819144.xml	Metropolitan Desk	By FERNANDA SANTOS; Compiled by John Sullivan
2007\01\15\1819145.xml	Metropolitan Desk	By FERNANDA SANTOS; Compiled by John Sullivan
2007\01\15\1819146.xml	The Arts/Cultural Desk	By LAWRENCE VAN GELDER
2007\01\15\1819147.xml	The Arts/Cultural Desk	By LAWRENCE VAN GELDER
2007\01\16\1819177.xml	Science Desk	By JOHN NOBLE WILFORD
2007\01\16\1819178.xml	Health&Fitness	By ANNIE LUBLINER LEHMANN
2007\01\16\1819179.xml	Health&Fitness	By DAN HURLEY
2007\01\16\1819180.xml	Health&Fitness	By NICHOLAS BAKALAR
2007\01\16\1819181.xml	Health&Fitness	By ANAHAD O'CONNOR
2007\01\16\1819182.xml	Science Desk	By JENNIFER PINKOWSKI
2007\01\16\1819183.xml	Health&Fitness	By Jane E. Brody
2007\01\16\1819184.xml	The Arts/Cultural Desk	By JOAN DUPONT
2007\01\16\1819185.xml	Science Desk	By JOHN COLLINS RUDOLF
2007\01\16\1819186.xml	Science Desk	By ANDREW C. REVKIN
2007\01\16\1819187.xml	The Arts/Cultural Desk	By Dave Kehr
2007\01\16\1819188.xml	The Arts/Cultural Desk	By ALLAN KOZINN
2007\01\16\1819189.xml	Health&Fitness	By John Tierney
2007\01\16\1819190.xml	Business/Financial Desk	By KARLA COOK
2007\01\16\1819191.xml	Business/Financial Desk	By Ashleigh Banfield, as told to Christopher Elliott.
2007\01\16\1819192.xml	Business/Financial Desk	By JOE SHARKEY
2007\01\16\1819193.xml	Business/Financial Desk	By NICOLA CLARK
2007\01\16\1819194.xml	Business/Financial Desk	By ERIC SYLVERS
2007\01\16\1819195.xml	Business/Financial Desk	By KEITH BRADSHER and DAVID BARBOZA; Keith Bradsher reported from Hong Kong and David Barboza from Shanghai.
2007\01\16\1819196.xml	Business/Financial Desk	By ANDREW E. KRAMER and HEATHER TIMMONS; Andrew E. Kramer reported from Moscow and Heather Timmons from London.
2007\01\16\1819197.xml	Business/Financial Desk	By HEATHER TIMMONS
2007\01\16\1819198.xml	Health&Fitness	By Nicholas Bakalar
2007\01\16\1819199.xml	Health&Fitness	By Nicholas Bakalar
2007\01\16\1819200.xml	Health&Fitness	By Nicholas Bakalar
2007\01\16\1819201.xml	Health&Fitness	By ANDREW POLLACK
2007\01\16\1819202.xml	Health&Fitness	By Nicholas Bakalar
2007\01\16\1819203.xml	The Arts/Cultural Desk	By HOLLAND COTTER
2007\01\16\1819204.xml	The Arts/Cultural Desk	Compiled by Lawrence Van Gelder
2007\01\16\1819205.xml	The Arts/Cultural Desk	By MICHIKO KAKUTANI
2007\01\16\1819206.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
2007\01\16\1819207.xml	Business/Financial Desk	By STUART ELLIOTT
2007\01\16\1819209.xml	Business/Financial Desk	By CLAUDIA H. DEUTSCH
2007\01\16\1819210.xml	Business/Financial Desk	BY ERIC PFANNER
2007\01\16\1819211.xml	Business/Financial Desk	By JOHN MARKOFF
2007\01\16\1819212.xml	The Arts/Cultural Desk	By ANTHONY TOMMASINI
2007\01\16\1819213.xml	The Arts/Cultural Desk	By ALESSANDRA STANLEY
2007\01\16\1819214.xml	The Arts/Cultural Desk	By GINIA BELLAFANTE
2007\01\16\1819215.xml	The Arts/Cultural Desk	By ANNE MIDGETTE
2007\01\16\1819216.xml	Business/Financial Desk	By EDMUND L. ANDREWS
2007\01\16\1819217.xml	Business/Financial Desk	By MIGUEL HELFT
2007\01\16\1819218.xml	Business/Financial Desk	By DAVID BARBOZA
2007\01\16\1819219.xml	Business/Financial Desk	By GERALDINE FABRIKANTand LAURA M. HOLSON
2007\01\16\1819220.xml	Business/Financial Desk	By CHOE SANG-HUN
2007\01\16\1819221.xml	National Desk	By JEREMY PEARCE
2007\01\16\1819222.xml	The Arts/Cultural Desk	By BENJAMIN GENOCCHIO
2007\01\16\1819223.xml	National Desk	By JEREMY PEARCE
2007\01\16\1819224.xml	Foreign Desk	By ALAN COWELL
2007\01\16\1819225.xml	Foreign Desk	By JEFFREY GETTLEMAN; Mohammed Ibrahim and Yuusuf Maxamuud contributed reporting.
2007\01\16\1819226.xml	National Desk	By JESSE McKINLEY and DAVID KARP; Jesse McKinley reported from San Francisco, and David Karp from Ivanhoe, Calif.
2007\01\16\1819227.xml	Foreign Desk	By DAVID S. CLOUD
2007\01\16\1819228.xml	Editorial Desk	By Ken Caldeira
2007\01\16\1819229.xml	Editorial Desk	By Xeni Jardin
2007\01\16\1819230.xml	Editorial Desk	By NICHOLAS D. KRISTOF
2007\01\16\1819231.xml	Editorial Desk	By Glenn Reynolds
2007\01\16\1819232.xml	Editorial Desk	By STACY SCHIFF
2007\01\16\1819233.xml	Sports Desk	By KAREN CROUSE
2007\01\16\1819234.xml	Foreign Desk	By THOM SHANKER and GREG MYRE; Thom Shanker reported from Luxor, and Greg Myre from Jerusalem.
2007\01\16\1819236.xml	National Desk	By VIKAS BAJAJ
2007\01\16\1819237.xml	National Desk	By BRENDA GOODMAN
2007\01\16\1819238.xml	National Desk	By JEFF ZELENY
2007\01\16\1819239.xml	National Desk	By DAVID D. KIRKPATRICK
2007\01\16\1819240.xml	National Desk	By JOHN M. BRODER
2007\01\16\1819241.xml	National Desk	By JIM RUTENBERG
2007\01\16\1819242.xml	National Desk	By CARL HULSE
2007\01\16\1819243.xml	Foreign Desk	By IVAR EKMAN
2007\01\16\1819244.xml	National Desk	By DANIEL HEYMAN
2007\01\16\1819245.xml	National Desk	By SUSAN SAULNY; Malcolm Gay contributed reporting.
2007\01\16\1819246.xml	Metropolitan Desk	By KARI HASKELL
2007\01\16\1819247.xml	Metropolitan Desk	By JONATHAN P. HICKS
2007\01\16\1819248.xml	Metropolitan Desk	By MIKE McINTIRE; Diane Cardwell and Ann Farmer contributed reporting.
2007\01\16\1819249.xml	Metropolitan Desk	By ANTHONY RAMIREZ
2007\01\16\1819251.xml	Metropolitan Desk	By CHARLES V. BAGLI
2007\01\16\1819255.xml	Editorial Desk	By SERGE SCHMEMANN
2007\01\16\1819261.xml	Foreign Desk	By C. J. CHIVERS
2007\01\16\1819262.xml	Sports Desk	By MURRAY CHASS
2007\01\16\1819264.xml	Metropolitan Desk	By CLYDE HABERMAN
2007\01\16\1819265.xml	The Arts/Cultural Desk	By CATHY HORYN
2007\01\16\1819269.xml	National Desk	By SAM ROBERTS; Ariel Sabar, Brenda Goodman and Maureen Balleza contributed reporting.
2007\01\16\1819270.xml	Metropolitan Desk	By ANTHONY RAMIREZ
2007\01\16\1819271.xml	Metropolitan Desk	By ELISSA GOOTMAN
2007\01\16\1819272.xml	National Desk	By JIM ORSO
2007\01\16\1819273.xml	Metropolitan Desk	By NICHOLAS CONFESSORE
2007\01\16\1819274.xml	The Arts/Cultural Desk	By ALAN RIDING; Compiled by Lawrence Van Gelder
2007\01\16\1819275.xml	Sports Desk	By KAREN CROUSE
2007\01\16\1819276.xml	Sports Desk	By LEE JENKINS
2007\01\16\1819279.xml	Sports Desk	By HARVEY ARATON
2007\01\16\1819280.xml	Sports Desk	By HOWARD BECK
2007\01\16\1819281.xml	Sports Desk	By JOHN ELIGON
2007\01\16\1819282.xml	Foreign Desk	By JOHN F. BURNS; Reporting was contributed by Marc Santora, Ali Adeeb, Iraqi staff members of The New York Times in Tikrit and Basra, Hassan M. Fattah in Beirut, Lebanon, and Thom Shanker in Luxor, Egypt.
2007\01\16\1819283.xml	Foreign Desk	By MARC SANTORA
2007\01\16\1819284.xml	Foreign Desk	By MICHAEL SLACKMAN
2007\01\16\1819285.xml	Science Desk	By C. CLAIBORNE RAY
2007\01\16\1819286.xml	Business/Financial Desk	By JOE SHARKEY
2007\01\16\1819287.xml	Foreign Desk	By CHRISTOPHER MASON
2007\01\16\1819288.xml	Science Desk	By Henry Fountain
2007\01\16\1819289.xml	The Arts/Cultural Desk	By ALESSANDRA STANLEY
2007\01\16\1819294.xml	Foreign Desk	By MARC LACEY
2007\01\16\1819295.xml	National Desk	By ROBIN TONER
2007\01\16\1819296.xml	Metropolitan Desk	By RICHARD P�REZ-PE�A
2007\01\16\1819297.xml	Metropolitan Desk	By DAVID STABA
2007\01\16\1819298.xml	Metropolitan Desk	By JENNIFER 8. LEE and NATE SCHWEBER
2007\01\16\1819311.xml	Sports Desk	By JOHN BRANCH
2007\01\16\1819312.xml	Sports Desk	By KAREN CROUSE
2007\01\16\1819313.xml	Sports Desk	By LYNN ZINSER
2007\01\16\1819314.xml	Sports Desk	By BEN SHPIGEL
2007\01\16\1819315.xml	National Desk	By LAURA RIVERA; This story was reported and written as part of the New York Times Student Journalism Institute.
2007\01\16\1819316.xml	Sports Desk	By VIV BERNSTEIN
2007\01\16\1819318.xml	Metropolitan Desk	By DAVID GONZALEZ
2007\01\16\1819319.xml	The Arts/Cultural Desk	By SHARON WAXMAN and DAVID CARR
2007\01\16\1819320.xml	Sports Desk	By CHRISTOPHER CLAREY
2007\01\16\1819322.xml	Metropolitan Desk	By NICOLE COTRONEO; Compiled by Andy Newman
2007\01\16\1819323.xml	Metropolitan Desk	By PATRICK McGEEHAN; Compiled by Andy Newman
2007\01\16\1819324.xml	Metropolitan Desk	Compiled by Andy Newman
2007\01\16\1819325.xml	Metropolitan Desk	By EMILY VASQUEZ; Compiled by Andy Newman
2007\01\16\1819326.xml	Metropolitan Desk	By EMILY VASQUEZ; Compiled by Andy Newman
2007\01\16\1819327.xml	Metropolitan Desk	By JOHN HOLL; Compiled by Andy Newman
2007\01\16\1819328.xml	Metropolitan Desk	By DAVID KOCIENIEWSKI; Compiled by Andy Newman
2007\01\16\1819329.xml	Foreign Desk	By C. J. CHIVERS
2007\01\16\1819330.xml	Sports Desk	By FRANK LITSKY
2007\01\16\1819331.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
2007\01\16\1819333.xml	Business/Financial Desk	By STUART ELLIOTT
2007\01\16\1819334.xml	The Arts/Cultural Desk	By MELENA RYZIK
2007\01\16\1819335.xml	Sports Desk	By VIV BERNSTEIN
2007\01\16\1819336.xml	Business/Financial Desk	By R�diger Falksohn, Der Spiegel
2007\01\17\1819373.xml	Dining, Dining Out/Cultural Desk	By Frank Bruni
2007\01\17\1819374.xml	Dining, Dining Out/Cultural Desk	By Peter Meehan
2007\01\17\1819375.xml	Dining, Dining Out/Cultural Desk	By Florence Fabricant
2007\01\17\1819376.xml	Dining, Dining Out/Cultural Desk	By FLORENCE FABRICANT
2007\01\17\1819377.xml	Dining, Dining Out/Cultural Desk	By Florence Fabricant
2007\01\17\1819378.xml	Dining, Dining Out/Cultural Desk	By Florence Fabricant
2007\01\17\1819379.xml	Dining, Dining Out/Cultural Desk	By Florence Fabricant
2007\01\17\1819380.xml	Dining, Dining Out/Cultural Desk	By ELAINE LOUIE
2007\01\17\1819381.xml	Dining, Dining Out/Cultural Desk	By Mark Bittman
2007\01\17\1819382.xml	Dining, Dining Out/Cultural Desk	By MOLLY O'NEILL
2007\01\17\1819383.xml	The Arts/Cultural Desk	By MATT ZOLLER SEITZ
2007\01\17\1819384.xml	The Arts/Cultural Desk	By MANOHLA DARGIS
2007\01\17\1819385.xml	The Arts/Cultural Desk	By MATT ZOLLER SEITZ
2007\01\17\1819386.xml	The Arts/Cultural Desk	By KATHRYN SHATTUCK
2007\01\17\1819387.xml	The Arts/Cultural Desk	By WILLIAM GRIMES
2007\01\17\1819388.xml	The Arts/Cultural Desk	By EDWARD WYATT
2007\01\17\1819389.xml	The Arts/Cultural Desk	By JACQUES STEINBERG
2007\01\17\1819390.xml	Dining, Dining Out/Cultural Desk	By Eric Asimov
2007\01\17\1819391.xml	The Arts/Cultural Desk	Compiled by Lawrence Van Gelder
2007\01\17\1819392.xml	The Arts/Cultural Desk	By BEN SISARIO
2007\01\17\1819393.xml	The Arts/Cultural Desk	By GINIA BELLAFANTE
2007\01\17\1819394.xml	The Arts/Cultural Desk	By CHARLES ISHERWOOD
2007\01\17\1819395.xml	The Arts/Cultural Desk	By DAVID CARR
2007\01\17\1819396.xml	The Arts/Cultural Desk	By CAROL VOGEL
2007\01\17\1819397.xml	The Arts/Cultural Desk	By BEN RATLIFF
2007\01\17\1819398.xml	The Arts/Cultural Desk	By SEWELL CHAN
2007\01\17\1819399.xml	Dining, Dining Out/Cultural Desk	By KIM SEVERSON and ADAM B. ELLICK
2007\01\17\1819400.xml	The Arts/Cultural Desk	By NEIL GENZLINGER
2007\01\17\1819401.xml	Dining, Dining Out/Cultural Desk	By FLORENCE FABRICANT
2007\01\17\1819402.xml	Dining, Dining Out/Cultural Desk	By Marian Burros
2007\01\17\1819404.xml	Business/Financial Desk	By LINDA BAKER
2007\01\17\1819405.xml	Foreign Desk	By JOSEPH KAHN
2007\01\17\1819406.xml	Sports Desk	By FRANK LITSKY
2007\01\17\1819407.xml	National Desk	By DENNIS HEVESI
2007\01\17\1819408.xml	Metropolitan Desk	By ANEMONA HARTOCOLLIS
2007\01\17\1819409.xml	Metropolitan Desk	By RAY RIVERA
2007\01\17\1819411.xml	Metropolitan Desk	By WILLIAM NEUMAN
2007\01\17\1819412.xml	Metropolitan Desk	By GLENN COLLINS
2007\01\17\1819413.xml	Metropolitan Desk	By DANNY HAKIM
2007\01\17\1819414.xml	Metropolitan Desk	By PETER APPLEBOME
2007\01\17\1819415.xml	Foreign Desk	By ELAINE SCIOLINO
2007\01\17\1819417.xml	Foreign Desk	By JOHN TAGLIABUE
2007\01\17\1819419.xml	National Desk	By DAVID JOHNSTON
2007\01\17\1819420.xml	Metropolitan Desk	By ANEMONA HARTOCOLLIS
2007\01\17\1819421.xml	Metropolitan Desk	By DAVID STABA
2007\01\17\1819422.xml	Foreign Desk	By GREG MYRE
2007\01\17\1819423.xml	Foreign Desk	By GREG MYRE
2007\01\17\1819426.xml	Business/Financial Desk	By DAVID CAY JOHNSTON
2007\01\17\1819427.xml	Business/Financial Desk	By HEATHER TIMMONS
2007\01\17\1819428.xml	Business/Financial Desk	By VIKAS BAJAJ
2007\01\17\1819429.xml	Business/Financial Desk	By JAD MOUAWAD
2007\01\17\1819431.xml	National Desk	By SUSAN SAULNY; Malcolm Gay contributed reporting.
2007\01\17\1819432.xml	National Desk	By RANDAL C. ARCHIBOLD
2007\01\17\1819433.xml	National Desk	By LINDA GREENHOUSE; Fernanda Santos contributed reporting from White Plains.
2007\01\17\1819434.xml	Business/Financial Desk	By LOUISE KRAMER
2007\01\17\1819436.xml	Business/Financial Desk	By ANDREW MARTIN
2007\01\17\1819437.xml	Business/Financial Desk	By BRAD STONE
2007\01\17\1819438.xml	Metropolitan Desk	By LIBRADO ROMERO
2007\01\17\1819439.xml	Metropolitan Desk	By EMILY VASQUEZ
2007\01\17\1819440.xml	National Desk	By JENNIFER STEINHAUER
2007\01\17\1819441.xml	National Desk	By LIBBY SANDER
2007\01\17\1819442.xml	National Desk	By THEO EMERY and MATTHEW L. WALD
2007\01\17\1819443.xml	National Desk	By JEFF ZELENY; Patrick Healy contributed reporting from New York.
2007\01\17\1819444.xml	Foreign Desk	By CARL HULSE and JIM RUTENBERG
2007\01\17\1819445.xml	Foreign Desk	By JIM RUTENBERG
2007\01\17\1819446.xml	Foreign Desk	By RACHEL L. SWARNS
2007\01\17\1819447.xml	Foreign Desk	By THOM SHANKER
2007\01\17\1819449.xml	Business/Financial Desk	By LAURIE J. FLYNN
2007\01\17\1819450.xml	Business/Financial Desk	By IAN AUSTEN
2007\01\17\1819451.xml	Metropolitan Desk	By ANEMONA HARTOCOLLIS
2007\01\17\1819452.xml	Foreign Desk	By LAWRENCE K. ALTMAN
2007\01\17\1819454.xml	Foreign Desk	By DAVID S. CLOUD; Salman Masood contributed reporting from Islamabad, Pakistan, and Ismail Khan from Peshawar.
2007\01\17\1819455.xml	Foreign Desk	By JULIA PRESTON
2007\01\17\1819456.xml	Foreign Desk	By C. J. CHIVERS
2007\01\17\1819467.xml	Editorial Desk	By Judea Pearl
2007\01\17\1819468.xml	Editorial Desk	By Ira Rosofsky
2007\01\17\1819469.xml	Metropolitan Desk	By JOHN HOLL
2007\01\17\1819470.xml	Metropolitan Desk	By NICOLE COTRONEO
2007\01\17\1819472.xml	Business/Financial Desk	By JULIE CRESWELL
2007\01\17\1819473.xml	Business/Financial Desk	By LISA CHAMBERLAIN
2007\01\17\1819475.xml	Business/Financial Desk	By EDMUND L. ANDREWS
2007\01\17\1819476.xml	Sports Desk	By DAVID PICKER
2007\01\17\1819481.xml	Metropolitan Desk	By SAMUEL G. FREEDMAN
2007\01\17\1819482.xml	Metropolitan Desk	By JONATHAN D. GLATER
2007\01\17\1819483.xml	Sports Desk	By RICHARD SANDOMIR
2007\01\17\1819484.xml	National Desk	By DAVID JOHNSTON
2007\01\17\1819485.xml	National Desk	By SCOTT SHANE
2007\01\17\1819486.xml	Sports Desk	By MICHAEL S. SCHMIDT
2007\01\17\1819487.xml	Sports Desk	By MURRAY CHASS
2007\01\17\1819488.xml	Metropolitan Desk	By JANNY SCOTT
2007\01\17\1819489.xml	Editorial Desk	By MAUREEN DOWD; Thomas L. Friedman is off today.
2007\01\17\1819490.xml	The Arts/Cultural Desk	By SETH SCHIESEL; Compiled by Lawrence Van Gelder
2007\01\17\1819491.xml	The Arts/Cultural Desk	By BENJAMIN TOFF; Compiled by Lawrence Van Gelder
2007\01\17\1819493.xml	Metropolitan Desk	By DIANE CARDWELL
2007\01\17\1819494.xml	Metropolitan Desk	By JENNIFER MEDINA
2007\01\17\1819495.xml	Sports Desk	By AIMEE BERG
2007\01\17\1819506.xml	Metropolitan Desk	By NATE SCHWEBER
2007\01\17\1819507.xml	Business/Financial Desk	By ANDREW ROSS SORKIN; Geraldine Fabrikant contributed reporting.
2007\01\17\1819508.xml	Business/Financial Desk	By DAVID LEONHARDT
2007\01\17\1819509.xml	Business/Financial Desk	By BRAD STONE
2007\01\17\1819510.xml	Foreign Desk	By DAMIEN CAVE; Reporting was contributed by Qais Mizher, Wisam A. Habeeb, Khalid al-Ansary and Ali Adeeb.
2007\01\17\1819511.xml	Foreign Desk	By SABRINA TAVERNISE
2007\01\17\1819512.xml	Foreign Desk	By MICHAEL SLACKMAN; Nada Bakri and Mona el-Naggar contributed reporting.
2007\01\17\1819513.xml	Business/Financial Desk	By JENNY ANDERSON
2007\01\17\1819514.xml	Business/Financial Desk	By MARY WILLIAMS WALSH
2007\01\17\1819515.xml	Metropolitan Desk	By MICHAEL BRICK
2007\01\17\1819516.xml	Metropolitan Desk	By MICHAEL COOPER
2007\01\17\1819517.xml	National Desk	By NEIL A. LEWIS
2007\01\17\1819518.xml	Foreign Desk	By ARIANE BERNARD
2007\01\17\1819519.xml	Foreign Desk	By JOHN TAGLIABUE
2007\01\17\1819520.xml	Foreign Desk	By ALAN COWELL
2007\01\17\1819522.xml	Sports Desk	By JOHN BRANCH
2007\01\17\1819523.xml	Sports Desk	By VIV BERNSTEIN
2007\01\17\1819524.xml	National Desk	By LIBBY SANDER
2007\01\17\1819525.xml	National Desk	By RACHEL SWARNS
2007\01\17\1819527.xml	Sports Desk	By LYNN ZINSER
2007\01\17\1819528.xml	Sports Desk	By JACK BELL
2007\01\17\1819529.xml	Sports Desk	By DAVE ANDERSON
2007\01\17\1819530.xml	Sports Desk	By CHRISTOPHER CLAREY
